serie,caso,version,parametro,verdadero,ajustado,sigma,z,abs_delta,chi2red,convergido,t_ajuste_s,nota
D5,D5_delta_ligado,v1,s1_depth,0.0106103,0.010515,0.000124,-0.77,9.53e-05,1.099,si,0.8,ligadura delta2 = delta1 + 0.4
D5,D5_delta_ligado,v1,s2_delta,0.5,0.49856,,,0.00144,1.099,si,0.8,ligadura delta2 = delta1 + 0.4
D5,D5_delta_ligado,v1,s2_quad,0,0.00413621,0.00554,0.75,0.00414,1.099,si,0.8,ligadura delta2 = delta1 + 0.4
D5,D5_delta_ligado,v1,s2_bhf,44.9829,44.973,0.0197,-0.50,0.00984,1.099,si,0.8,ligadura delta2 = delta1 + 0.4
D5,D5_delta_ligado,v1,s2_gamma1,0.25,0.243213,0.00888,-0.76,0.00679,1.099,si,0.8,ligadura delta2 = delta1 + 0.4
D5,D5_delta_ligado,v1,s2_depth,0.00530516,0.00555356,0.000128,1.94,0.000248,1.099,si,0.8,ligadura delta2 = delta1 + 0.4
D5,D5_quad_ligado,v1,s1_delta,0.35,0.348921,0.000832,-1.30,0.00108,0.973,si,0.1,ligadura DeltaEQ comun
D5,D5_quad_ligado,v1,s1_quad,1.2,1.20174,,,0.00174,0.973,si,0.1,ligadura DeltaEQ comun
D5,D5_quad_ligado,v1,s1_gamma1,0.25,0.248118,0.00261,-0.72,0.00188,0.973,si,0.1,ligadura DeltaEQ comun
D5,D5_quad_ligado,v1,s1_depth,0.0212207,0.0214722,0.000146,1.73,0.000252,0.973,si,0.1,ligadura DeltaEQ comun
D5,D5_quad_ligado,v1,s2_delta,1.1,1.10115,0.00145,0.79,0.00115,0.973,si,0.1,ligadura DeltaEQ comun
D5,D5_quad_ligado,v1,s2_quad,1.2,1.20174,0.00142,1.23,0.00174,0.973,si,0.1,ligadura DeltaEQ comun
D5,D5_quad_ligado,v1,s2_gamma1,0.25,0.252147,0.00438,0.49,0.00215,0.973,si,0.1,ligadura DeltaEQ comun
D5,D5_quad_ligado,v1,s2_depth,0.0127324,0.0126762,0.000144,-0.39,5.62e-05,0.973,si,0.1,ligadura DeltaEQ comun
D5,D5_combinada,v1,s1_delta,0,-0.00275462,0.00178,-1.55,0.00275,0.909,si,0.2,ligaduras Gamma comun + areas 2:1
D5,D5_combinada,v1,s1_quad,0,-0.00652071,0.00355,-1.84,0.00652,0.909,si,0.2,ligaduras Gamma comun + areas 2:1
D5,D5_combinada,v1,s1_bhf,32.9874,33.0042,0.0122,1.37,0.0167,0.909,si,0.2,ligaduras Gamma comun + areas 2:1
D5,D5_combinada,v1,s1_gamma1,0.3,0.298022,0.00485,-0.41,0.00198,0.909,si,0.2,ligaduras Gamma comun + areas 2:1
D5,D5_combinada,v1,s1_depth,0.00884194,0.00908568,9.35e-05,2.61,0.000244,0.909,si,0.2,ligaduras Gamma comun + areas 2:1
D5,D5_combinada,v1,s2_delta,0.4,0.407917,0.00357,2.22,0.00792,0.909,si,0.2,ligaduras Gamma comun + areas 2:1
D5,D5_combinada,v1,s2_quad,0,-0.0221431,0.00713,-3.10,0.0221,0.909,si,0.2,ligaduras Gamma comun + areas 2:1
D5,D5_combinada,v1,s2_bhf,44.9829,44.9835,0.0246,0.03,0.000625,0.909,si,0.2,ligaduras Gamma comun + areas 2:1
D5,D5_combinada,v1,s2_gamma1,0.3,0.298022,,,0.00198,0.909,si,0.2,ligaduras Gamma comun + areas 2:1
D5,D5_combinada,v1,s2_depth,0.00442097,0.00454284,,,0.000122,0.909,si,0.2,ligaduras Gamma comun + areas 2:1
D5,D5_control_sin_ligar,v1,s1_delta,0,0.000101147,0.00207,0.05,0.000101,1.057,si,2.4,control: mismo espectro sin ligaduras
D5,D5_control_sin_ligar,v1,s1_quad,0,0.00430498,0.00413,1.04,0.0043,1.057,si,2.4,control: mismo espectro sin ligaduras
D5,D5_control_sin_ligar,v1,s1_bhf,32.9874,32.9715,0.0142,-1.12,0.016,1.057,si,2.4,control: mismo espectro sin ligaduras
D5,D5_control_sin_ligar,v1,s1_gamma1,0.3,0.313361,0.00626,2.13,0.0134,1.057,si,2.4,control: mismo espectro sin ligaduras
D5,D5_control_sin_ligar,v1,s1_depth,0.00884194,0.00864055,0.000109,-1.84,0.000201,1.057,si,2.4,control: mismo espectro sin ligaduras
D5,D5_control_sin_ligar,v1,s2_delta,0.4,0.39489,0.00394,-1.30,0.00511,1.057,si,2.4,control: mismo espectro sin ligaduras
D5,D5_control_sin_ligar,v1,s2_quad,0,0.0094687,0.00786,1.20,0.00947,1.057,si,2.4,control: mismo espectro sin ligaduras
D5,D5_control_sin_ligar,v1,s2_bhf,44.9829,44.9934,0.027,0.39,0.0105,1.057,si,2.4,control: mismo espectro sin ligaduras
D5,D5_control_sin_ligar,v1,s2_gamma1,0.3,0.304334,0.0121,0.36,0.00433,1.057,si,2.4,control: mismo espectro sin ligaduras
D5,D5_control_sin_ligar,v1,s2_depth,0.00442097,0.00450238,0.000111,0.73,8.14e-05,1.057,si,2.4,control: mismo espectro sin ligaduras
D6,D6_dq0.05,v1,s1_delta,0.35,0.350113,0.000445,0.25,0.000113,0.915,si,1.0,dobletes casi degenerados dDEQ=0.05
D6,D6_dq0.05,v1,s1_quad,1.2,1.22406,0.000886,27.14,0.0241,0.915,si,1.0,dobletes casi degenerados dDEQ=0.05
D6,D6_dq0.05,v1,s1_gamma1,0.25,0.255694,0.00132,4.30,0.00569,0.915,si,1.0,dobletes casi degenerados dDEQ=0.05
D6,D6_dq0.05,v1,s1_depth,0.0127324,0.0251411,8.68e-05,143.02,0.0124,0.915,si,1.0,dobletes casi degenerados dDEQ=0.05
D6,D6_dq0.05,v1,s2_delta,0.35,2.20932,0.0203,91.55,1.86,0.915,si,1.0,dobletes casi degenerados dDEQ=0.05
D6,D6_dq0.05,v1,s2_quad,1.25,3.21182,0.0428,45.84,1.96,0.915,si,1.0,dobletes casi degenerados dDEQ=0.05
D6,D6_dq0.05,v1,s2_gamma1,0.25,0.06,0.0556,-3.42,0.19,0.915,si,1.0,dobletes casi degenerados dDEQ=0.05
D6,D6_dq0.05,v1,s2_depth,0.0127324,0.000290296,0.000181,-68.78,0.0124,0.915,si,1.0,dobletes casi degenerados dDEQ=0.05
D6,D6_dq0.10,v1,s1_delta,0.35,0.361725,0.00959,1.22,0.0117,0.995,si,0.7,dobletes casi degenerados dDEQ=0.1
D6,D6_dq0.10,v1,s1_quad,1.2,1.2517,0.00145,35.57,0.0517,0.995,si,0.7,dobletes casi degenerados dDEQ=0.1
D6,D6_dq0.10,v1,s1_gamma1,0.25,0.250707,0.00781,0.09,0.000707,0.995,si,0.7,dobletes casi degenerados dDEQ=0.1
D6,D6_dq0.10,v1,s1_depth,0.0127324,0.021007,0.00583,1.42,0.00827,0.995,si,0.7,dobletes casi degenerados dDEQ=0.1
D6,D6_dq0.10,v1,s2_delta,0.35,0.294449,0.0462,-1.20,0.0556,0.995,si,0.7,dobletes casi degenerados dDEQ=0.1
D6,D6_dq0.10,v1,s2_quad,1.3,1.25394,0.00695,-6.63,0.0461,0.995,si,0.7,dobletes casi degenerados dDEQ=0.1
D6,D6_dq0.10,v1,s2_gamma1,0.25,0.252137,0.0356,0.06,0.00214,0.995,si,0.7,dobletes casi degenerados dDEQ=0.1
D6,D6_dq0.10,v1,s2_depth,0.0127324,0.00441568,0.00582,-1.43,0.00832,0.995,si,0.7,dobletes casi degenerados dDEQ=0.1
D6,D6_dq0.20,v1,s1_delta,0.35,-0.300293,0.000813,-799.59,0.65,1.065,si,0.5,dobletes casi degenerados dDEQ=0.2
D6,D6_dq0.20,v1,s1_quad,1.2,0.0976923,0.00436,-252.88,1.1,1.065,si,0.5,dobletes casi degenerados dDEQ=0.2
D6,D6_dq0.20,v1,s1_gamma1,0.25,0.253658,0.00427,0.86,0.00366,1.065,si,0.5,dobletes casi degenerados dDEQ=0.2
D6,D6_dq0.20,v1,s1_depth,0.0127324,0.0126177,0.00015,-0.77,0.000115,1.065,si,0.5,dobletes casi degenerados dDEQ=0.2
D6,D6_dq0.20,v1,s2_delta,0.35,1.00094,0.000818,795.99,0.651,1.065,si,0.5,dobletes casi degenerados dDEQ=0.2
D6,D6_dq0.20,v1,s2_quad,1.4,0.105011,0.00374,-346.31,1.29,1.065,si,0.5,dobletes casi degenerados dDEQ=0.2
D6,D6_dq0.20,v1,s2_gamma1,0.25,0.247013,0.00411,-0.73,0.00299,1.065,si,0.5,dobletes casi degenerados dDEQ=0.2
D6,D6_dq0.20,v1,s2_depth,0.0127324,0.0128103,0.000149,0.52,7.79e-05,1.065,si,0.5,dobletes casi degenerados dDEQ=0.2
D6,D6_dq0.30,v1,s1_delta,0.35,0.348697,0.000934,-1.40,0.0013,1.116,si,0.1,dobletes casi degenerados dDEQ=0.3
D6,D6_dq0.30,v1,s1_quad,1.2,1.19823,0.00618,-0.29,0.00177,1.116,si,0.1,dobletes casi degenerados dDEQ=0.3
D6,D6_dq0.30,v1,s1_gamma1,0.25,0.245505,0.00588,-0.77,0.0045,1.116,si,0.1,dobletes casi degenerados dDEQ=0.3
D6,D6_dq0.30,v1,s1_depth,0.0127324,0.0129919,0.000451,0.58,0.000259,1.116,si,0.1,dobletes casi degenerados dDEQ=0.3
D6,D6_dq0.30,v1,s2_delta,0.35,0.350082,0.000963,0.08,8.16e-05,1.116,si,0.1,dobletes casi degenerados dDEQ=0.3
D6,D6_dq0.30,v1,s2_quad,1.5,1.5038,0.00649,0.58,0.0038,1.116,si,0.1,dobletes casi degenerados dDEQ=0.3
D6,D6_dq0.30,v1,s2_gamma1,0.25,0.247541,0.00639,-0.38,0.00246,1.116,si,0.1,dobletes casi degenerados dDEQ=0.3
D6,D6_dq0.30,v1,s2_depth,0.0127324,0.0126361,0.000443,-0.22,9.63e-05,1.116,si,0.1,dobletes casi degenerados dDEQ=0.3
E1,E1_dob_n512,v1,s1_delta,0.35,0.350711,0.00055,1.29,0.000711,0.990,si,0.0,doblete 512 canales sin doblar
E1,E1_dob_n512,v1,s1_quad,1.2,1.20058,0.00109,0.53,0.00058,0.990,si,0.0,doblete 512 canales sin doblar
E1,E1_dob_n512,v1,s1_gamma1,0.25,0.251004,0.00163,0.62,0.001,0.990,si,0.0,doblete 512 canales sin doblar
E1,E1_dob_n512,v1,s1_depth,0.0212207,0.0209723,9.12e-05,-2.72,0.000248,0.990,si,0.0,doblete 512 canales sin doblar
E1,E1_sext_n512,v1,s1_delta,0,-0.00212077,0.00148,-1.44,0.00212,1.064,si,3.0,sexteto 512 canales sin doblar
E1,E1_sext_n512,v1,s1_quad,0,-0.000646657,0.00295,-0.22,0.000647,1.064,si,3.0,sexteto 512 canales sin doblar
E1,E1_sext_n512,v1,s1_bhf,32.9874,32.9713,0.0101,-1.60,0.0161,1.064,si,3.0,sexteto 512 canales sin doblar
E1,E1_sext_n512,v1,s1_gamma1,0.25,0.247624,0.00442,-0.54,0.00238,1.064,si,3.0,sexteto 512 canales sin doblar
E1,E1_sext_n512,v1,s1_depth,0.0106103,0.0107412,0.000123,1.06,0.000131,1.064,si,3.0,sexteto 512 canales sin doblar
E2,E2_dob_v2,v1,s1_delta,0.3,0.300937,0.0004,2.34,0.000937,0.988,si,0.0,doblete vmax 2
E2,E2_dob_v2,v1,s1_quad,0.5,0.498766,0.000742,-1.66,0.00123,0.988,si,0.0,doblete vmax 2
E2,E2_dob_v2,v1,s1_gamma1,0.25,0.248915,0.00112,-0.97,0.00109,0.988,si,0.0,doblete vmax 2
E2,E2_dob_v2,v1,s1_depth,0.0212207,0.0212361,6.77e-05,0.23,1.54e-05,0.988,si,0.0,doblete vmax 2
E2,E2_dob_v4,v1,s1_delta,0.35,0.349922,0.000577,-0.14,7.84e-05,1.090,si,0.2,doblete vmax 4
E2,E2_dob_v4,v1,s1_quad,1.2,1.20004,0.00115,0.03,3.53e-05,1.090,si,0.2,doblete vmax 4
E2,E2_dob_v4,v1,s1_gamma1,0.25,0.253507,0.00171,2.05,0.00351,1.090,si,0.2,doblete vmax 4
E2,E2_dob_v4,v1,s1_depth,0.0212207,0.0210611,9.52e-05,-1.68,0.00016,1.090,si,0.2,doblete vmax 4
E2,E2_sext_v6,v1,s1_delta,0,0.00052075,0.0011,0.47,0.000521,0.966,si,0.1,sexteto 33T vmax 6 (lineas al 89% del rango)
E2,E2_sext_v6,v1,s1_quad,0,0.00104188,0.00221,0.47,0.00104,0.966,si,0.1,sexteto 33T vmax 6 (lineas al 89% del rango)
E2,E2_sext_v6,v1,s1_bhf,32.9874,32.9757,0.00759,-1.54,0.0117,0.966,si,0.1,sexteto 33T vmax 6 (lineas al 89% del rango)
E2,E2_sext_v6,v1,s1_gamma1,0.25,0.249028,0.00357,-0.27,0.000972,0.966,si,0.1,sexteto 33T vmax 6 (lineas al 89% del rango)
E2,E2_sext_v6,v1,s1_depth,0.0106103,0.0106572,9.04e-05,0.52,4.69e-05,0.966,si,0.1,sexteto 33T vmax 6 (lineas al 89% del rango)
E2,E2_sext_v10,v1,s1_delta,0,0.00345855,0.00142,2.44,0.00346,0.891,si,0.4,sexteto vmax 10
E2,E2_sext_v10,v1,s1_quad,0,-0.00548878,0.00283,-1.94,0.00549,0.891,si,0.4,sexteto vmax 10
E2,E2_sext_v10,v1,s1_bhf,32.9874,32.9893,0.00969,0.19,0.00187,0.891,si,0.4,sexteto vmax 10
E2,E2_sext_v10,v1,s1_gamma1,0.25,0.256268,0.00425,1.47,0.00627,0.891,si,0.4,sexteto vmax 10
E2,E2_sext_v10,v1,s1_depth,0.0106103,0.0104101,0.000111,-1.81,0.0002,0.891,si,0.4,sexteto vmax 10
E2,E2_sext_v12,v1,s1_delta,0,0.000487678,0.00166,0.29,0.000488,0.972,si,2.0,sexteto vmax 12
E2,E2_sext_v12,v1,s1_quad,0,0.00305621,0.00332,0.92,0.00306,0.972,si,2.0,sexteto vmax 12
E2,E2_sext_v12,v1,s1_bhf,32.9874,32.9916,0.0117,0.36,0.00418,0.972,si,2.0,sexteto vmax 12
E2,E2_sext_v12,v1,s1_gamma1,0.25,0.262348,0.00468,2.64,0.0123,0.972,si,2.0,sexteto vmax 12
E2,E2_sext_v12,v1,s1_depth,0.0106103,0.0103616,0.000123,-2.03,0.000249,0.972,si,2.0,sexteto vmax 12
E2,E2_sext_v15,v1,s1_delta,0,0.000168719,0.00174,0.10,0.000169,0.952,si,0.1,sexteto vmax 15
E2,E2_sext_v15,v1,s1_quad,0,-0.00288804,0.00348,-0.83,0.00289,0.952,si,0.1,sexteto vmax 15
E2,E2_sext_v15,v1,s1_bhf,32.9874,33.0059,0.0128,1.44,0.0185,0.952,si,0.1,sexteto vmax 15
E2,E2_sext_v15,v1,s1_gamma1,0.25,0.253875,0.00506,0.77,0.00387,0.952,si,0.1,sexteto vmax 15
E2,E2_sext_v15,v1,s1_depth,0.0106103,0.0105925,0.000142,-0.13,1.78e-05,0.952,si,0.1,sexteto vmax 15
E5,E5_sext55_v8,v1,s1_delta,0,0.0399044,0.127,0.32,0.0399,0.922,si,0.8,"lineas 1,6 (8.88 mm/s) fuera del rango ±8 [escalado DE; intento1 chi2red=13.2]"
E5,E5_sext55_v8,v1,s1_quad,0,0.0773579,0.253,0.31,0.0774,0.922,si,0.8,"lineas 1,6 (8.88 mm/s) fuera del rango ±8 [escalado DE; intento1 chi2red=13.2]"
E5,E5_sext55_v8,v1,s1_bhf,54.9791,55.0208,0.0248,1.68,0.0417,0.922,si,0.8,"lineas 1,6 (8.88 mm/s) fuera del rango ±8 [escalado DE; intento1 chi2red=13.2]"
E5,E5_sext55_v8,v1,s1_gamma1,0.25,0.25737,0.00663,1.11,0.00737,0.922,si,0.8,"lineas 1,6 (8.88 mm/s) fuera del rango ±8 [escalado DE; intento1 chi2red=13.2]"
E5,E5_sext55_v8,v1,s1_depth,0.0106103,0.0103036,0.000168,-1.83,0.000307,0.922,si,0.8,"lineas 1,6 (8.88 mm/s) fuera del rango ±8 [escalado DE; intento1 chi2red=13.2]"
E5,E5_dob_cortado,v1,s1_delta,0,-0.000526737,0.00115,-0.46,0.000527,0.645,si,0.1,doblete DEQ=3.5 con lineas fuera de ±1.6
E5,E5_dob_cortado,v1,s1_quad,3.5,3.54947,0.0656,0.75,0.0495,0.645,si,0.1,doblete DEQ=3.5 con lineas fuera de ±1.6
E5,E5_dob_cortado,v1,s1_gamma1,0.25,0.166693,0.087,-0.96,0.0833,0.645,si,0.1,doblete DEQ=3.5 con lineas fuera de ±1.6
E5,E5_dob_cortado,v1,s1_depth,0.0212207,0.0491945,0.0576,0.49,0.028,0.645,si,0.1,doblete DEQ=3.5 con lineas fuera de ±1.6
E5,E5_sitio_parcial,v1,s1_delta,0,-3.506e-05,0.000485,-0.07,3.51e-05,0.987,si,0.3,singlete dentro + doblete con una linea fuera
E5,E5_sitio_parcial,v1,s1_gamma1,0.25,0.250654,0.00158,0.41,0.000654,0.987,si,0.3,singlete dentro + doblete con una linea fuera
E5,E5_sitio_parcial,v1,s1_depth,0.0254648,0.025508,9.52e-05,0.45,4.32e-05,0.987,si,0.3,singlete dentro + doblete con una linea fuera
E5,E5_sitio_parcial,v1,s2_delta,1,0.997211,0.0054,-0.52,0.00279,0.987,si,0.3,singlete dentro + doblete con una linea fuera
E5,E5_sitio_parcial,v1,s2_quad,3,2.99457,0.0108,-0.50,0.00543,0.987,si,0.3,singlete dentro + doblete con una linea fuera
E5,E5_sitio_parcial,v1,s2_gamma1,0.25,0.243848,0.00236,-2.61,0.00615,0.987,si,0.3,singlete dentro + doblete con una linea fuera
E5,E5_sitio_parcial,v1,s2_depth,0.0169765,0.0171401,9.74e-05,1.68,0.000164,0.987,si,0.3,singlete dentro + doblete con una linea fuera
F1,F1_t0.1,v1,s1_delta,0.3,0.298725,0.00873,-0.15,0.00128,0.455,si,0.1,transmision t_a=0.1 (thickness)
F1,F1_t0.1,v1,s1_gamma1,0.25,0.424594,0.481,0.36,0.175,0.455,si,0.1,transmision t_a=0.1 (thickness)
F1,F1_t0.25,v1,s1_delta,0.3,0.307347,0.00349,2.10,0.00735,0.523,si,0.1,transmision t_a=0.25 (thickness)
F1,F1_t0.25,v1,s1_gamma1,0.25,0.345098,0.216,0.44,0.0951,0.523,si,0.1,transmision t_a=0.25 (thickness)
F1,F1_t0.5,v1,s1_delta,0.3,0.298686,0.00213,-0.62,0.00131,0.917,si,0.1,transmision t_a=0.5 (thickness)
F1,F1_t0.5,v1,s1_gamma1,0.25,0.360832,0.0637,1.74,0.111,0.917,si,0.1,transmision t_a=0.5 (thickness)
F1,F1_t1,v1,s1_delta,0.3,0.299381,0.00106,-0.59,0.000619,0.894,si,0.1,transmision t_a=1 (thickness)
F1,F1_t1,v1,s1_gamma1,0.25,0.321671,0.0661,1.08,0.0717,0.894,si,0.1,transmision t_a=1 (thickness)
F1,F1_t2,v1,s1_delta,0.3,0.300932,0.000568,1.64,0.000932,0.982,si,0.1,transmision t_a=2 (thickness)
F1,F1_t2,v1,s1_gamma1,0.25,0.298024,0.0207,2.32,0.048,0.982,si,0.1,transmision t_a=2 (thickness)
F1,F1_t5,v1,s1_delta,0.3,0.300056,0.000255,0.22,5.6e-05,0.975,si,0.2,transmision t_a=5 (thickness)
F1,F1_t5,v1,s1_gamma1,0.25,0.307898,0.00774,7.48,0.0579,0.975,si,0.2,transmision t_a=5 (thickness)
F1,F1_t10,v1,s1_delta,0.3,0.300021,0.000149,0.14,2.08e-05,0.933,si,0.2,transmision t_a=10 (thickness)
F1,F1_t10,v1,s1_gamma1,0.25,0.340245,0.00451,20.00,0.0902,0.933,si,0.2,transmision t_a=10 (thickness)
F1,F1_t20,v1,s1_delta,0.3,0.30011,0.000275,0.40,0.00011,6.788,si,0.2,transmision t_a=20 (thickness)
F1,F1_t20,v1,s1_gamma1,0.25,0.485796,0.0292,8.09,0.236,6.788,si,0.2,transmision t_a=20 (thickness)
F2,F2_sext_t1,v1,s1_delta,0,-0.000283155,0.00225,-0.13,0.000283,0.789,si,0.2,transmision t_a=1 (thickness)
F2,F2_sext_t1,v1,s1_quad,0,0.00356945,0.00448,0.80,0.00357,0.789,si,0.2,transmision t_a=1 (thickness)
F2,F2_sext_t1,v1,s1_bhf,32.9874,33.0025,0.0154,0.97,0.015,0.789,si,0.2,transmision t_a=1 (thickness)
F2,F2_sext_t1,v1,s1_gamma1,0.25,0.355143,0.00874,12.02,0.105,0.789,si,0.2,transmision t_a=1 (thickness)
F2,F2_sext_t5,v1,s1_delta,0,-0.000215588,0.000535,-0.40,0.000216,1.040,si,6.0,transmision t_a=5 (thickness)
F2,F2_sext_t5,v1,s1_quad,0,0.0027961,0.00107,2.62,0.0028,1.040,si,6.0,transmision t_a=5 (thickness)
F2,F2_sext_t5,v1,s1_bhf,32.9874,32.9876,0.00372,0.04,0.000155,1.040,si,6.0,transmision t_a=5 (thickness)
F2,F2_sext_t5,v1,s1_gamma1,0.25,0.354383,0.00246,42.50,0.104,1.040,si,6.0,transmision t_a=5 (thickness)
F2,F2_sext_t10,v1,s1_delta,0,9.31982e-05,0.000281,0.33,9.32e-05,1.076,si,0.2,transmision t_a=10 (thickness)
F2,F2_sext_t10,v1,s1_quad,0,7.70672e-05,0.000561,0.14,7.71e-05,1.076,si,0.2,transmision t_a=10 (thickness)
F2,F2_sext_t10,v1,s1_bhf,32.9874,32.9894,0.00198,0.98,0.00194,1.076,si,0.2,transmision t_a=10 (thickness)
F2,F2_sext_t10,v1,s1_gamma1,0.25,0.350762,0.00128,79.00,0.101,1.076,si,0.2,transmision t_a=10 (thickness)
F2,F2_dob_t1,v1,s1_delta,0.35,0.349472,0.00153,-0.34,0.000528,0.963,si,0.2,transmision t_a=1 (thickness)
F2,F2_dob_t1,v1,s1_quad,1.2,1.19617,0.00307,-1.25,0.00383,0.963,si,0.2,transmision t_a=1 (thickness)
F2,F2_dob_t1,v1,s1_gamma1,0.25,0.265119,0.0353,0.43,0.0151,0.963,si,0.2,transmision t_a=1 (thickness)
F2,F2_dob_t5,v1,s1_delta,0.35,0.350131,0.000351,0.37,0.000131,1.093,si,0.2,transmision t_a=5 (thickness)
F2,F2_dob_t5,v1,s1_quad,1.2,1.1998,0.00073,-0.28,0.000203,1.093,si,0.2,transmision t_a=5 (thickness)
F2,F2_dob_t5,v1,s1_gamma1,0.25,0.307967,0.0124,4.68,0.058,1.093,si,0.2,transmision t_a=5 (thickness)
F2,F2_dob_t10,v1,s1_delta,0.35,0.34999,0.000176,-0.06,9.91e-06,0.907,si,0.2,transmision t_a=10 (thickness)
F2,F2_dob_t10,v1,s1_quad,1.2,1.19848,0.000357,-4.27,0.00152,0.907,si,0.2,transmision t_a=10 (thickness)
F2,F2_dob_t10,v1,s1_gamma1,0.25,0.303061,0.00457,11.62,0.0531,0.907,si,0.2,transmision t_a=10 (thickness)
F3,F3_t1_fina,v1,s1_delta,0.3,0.298155,0.00115,-1.60,0.00184,1.064,si,0.0,transmision t_a=1 ajustada con modelo fino (sesgo)
F3,F3_t1_fina,v1,s1_gamma1,0.25,0.363121,0.00337,33.53,0.113,1.064,si,0.0,transmision t_a=1 ajustada con modelo fino (sesgo)
F3,F3_t5_fina,v1,s1_delta,0.3,0.300241,0.000257,0.94,0.000241,1.005,si,0.0,transmision t_a=5 ajustada con modelo fino (sesgo)
F3,F3_t5_fina,v1,s1_gamma1,0.25,0.396226,0.000771,189.53,0.146,1.005,si,0.0,transmision t_a=5 ajustada con modelo fino (sesgo)
F3,F3_t10_fina,v1,s1_delta,0.3,0.300063,0.000187,0.34,6.32e-05,1.492,si,0.0,transmision t_a=10 ajustada con modelo fino (sesgo)
F3,F3_t10_fina,v1,s1_gamma1,0.25,0.439022,0.000575,328.86,0.189,1.492,si,0.0,transmision t_a=10 ajustada con modelo fino (sesgo)
X1,X1_ising_ome0.3,v0,s1_delta,0,-3.1507e-09,0.000257,-0.00,3.15e-09,0.499,si,2.4,relajacion Ising OME=0.3 (cualitativo)
X1,X1_ising_ome0.3,v0,s1_bhf,32.9874,0.999593,1.21e+04,-0.00,32,0.499,si,2.4,relajacion Ising OME=0.3 (cualitativo)
X1,X1_ising_ome1,v0,s1_delta,0,5.8278e-09,0.00101,0.00,5.83e-09,2.827,si,1.3,relajacion Ising OME=1.0 (cualitativo)
X1,X1_ising_ome1,v0,s1_bhf,32.9874,1.27421,4.01e+04,-0.00,31.7,2.827,si,1.3,relajacion Ising OME=1.0 (cualitativo)
X1,X1_ising_ome3,v0,s1_delta,0,-1.05997e-07,0.00315,-0.00,1.06e-07,6.885,si,0.8,relajacion Ising OME=3.0 (cualitativo) [escalado arranque fino ±5%]
X1,X1_ising_ome3,v0,s1_bhf,32.9874,2.10122,5.38e+04,-0.00,30.9,6.885,si,0.8,relajacion Ising OME=3.0 (cualitativo) [escalado arranque fino ±5%]
X1,X1_ising_ome10,v0,s1_delta,0,4.41389e-06,0.0103,0.00,4.41e-06,88.076,si,0.3,relajacion Ising OME=10.0 (cualitativo)
X1,X1_ising_ome10,v0,s1_bhf,32.9874,7.06496,5.45e+05,-0.00,25.9,88.076,si,0.3,relajacion Ising OME=10.0 (cualitativo)
A2,A2_d0.37_q0.70,v1_b10000,s1_delta,0.37,0.371388,0.00377,0.37,0.00139,0.487,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b10000,s1_quad,0.7,0.709193,0.00733,1.25,0.00919,0.487,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b10000,s1_gamma1,0.25,0.249265,0.0103,-0.07,0.000735,0.487,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b10000,s1_depth,0.0212207,0.0215718,0.000647,0.54,0.000351,0.487,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b100000,s1_delta,0.37,0.369091,0.00127,-0.72,0.000909,0.497,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b100000,s1_quad,0.7,0.69575,0.00246,-1.73,0.00425,0.497,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b100000,s1_gamma1,0.25,0.255356,0.00346,1.55,0.00536,0.497,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b100000,s1_depth,0.0212207,0.0208617,0.000206,-1.74,0.000359,0.497,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b1e+06,s1_delta,0.37,0.370538,0.000551,0.98,0.000538,0.987,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b1e+06,s1_quad,0.7,0.699877,0.00107,-0.11,0.000123,0.987,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b1e+06,s1_gamma1,0.25,0.249579,0.00151,-0.28,0.000421,0.987,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b1e+06,s1_depth,0.0212207,0.021116,9.27e-05,-1.13,0.000105,0.987,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b3e+06,s1_delta,0.37,0.369724,0.00032,-0.86,0.000276,1.001,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b3e+06,s1_quad,0.7,0.698885,0.000621,-1.80,0.00112,1.001,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b3e+06,s1_gamma1,0.25,0.249921,0.000876,-0.09,7.85e-05,1.001,si,0.0,doblete rejilla
A2,A2_d0.37_q0.70,v1_b3e+06,s1_depth,0.0212207,0.0211839,5.39e-05,-0.68,3.68e-05,1.001,si,0.0,doblete rejilla
A3a,A3a_b33,v1_b10000,s1_delta,0,0.00817001,0.0126,0.65,0.00817,0.563,si,1.1,sexteto barrido Bhf
A3a,A3a_b33,v1_b10000,s1_quad,0,-0.0364892,0.0253,-1.45,0.0365,0.563,si,1.1,sexteto barrido Bhf
