serie,caso,version,parametro,verdadero,ajustado,sigma,z,abs_delta,chi2red,convergido,t_ajuste_s,nota
D3,D3_f3pc,v1,s1_bhf,32.9874,32.9834,0.0109,-0.38,0.00409,1.130,si,4.5,doblete minoritario 3% del area
D3,D3_f3pc,v1,s1_gamma1,0.25,0.254809,0.00478,1.01,0.00481,1.130,si,4.5,doblete minoritario 3% del area
D3,D3_f3pc,v1,s1_depth,0.0106103,0.0104242,0.000126,-1.48,0.000186,1.130,si,4.5,doblete minoritario 3% del area
D3,D3_f3pc,v1,s2_delta,0.35,0.285744,0.0336,-1.91,0.0643,1.130,si,4.5,doblete minoritario 3% del area
D3,D3_f3pc,v1,s2_quad,0.7,0.784304,0.0661,1.28,0.0843,1.130,si,4.5,doblete minoritario 3% del area
D3,D3_f3pc,v1,s2_gamma1,0.25,0.232081,0.0868,-0.21,0.0179,1.130,si,4.5,doblete minoritario 3% del area
D3,D3_f3pc,v1,s2_depth,0.00065784,0.000582431,0.000165,-0.46,7.54e-05,1.130,si,4.5,doblete minoritario 3% del area
D3,D3_f5pc,v1,s1_delta,0,-0.000915364,0.00145,-0.63,0.000915,0.927,si,0.3,doblete minoritario 5% del area
D3,D3_f5pc,v1,s1_quad,0,-0.00474287,0.0029,-1.64,0.00474,0.927,si,0.3,doblete minoritario 5% del area
D3,D3_f5pc,v1,s1_bhf,32.9874,33.004,0.00966,1.71,0.0165,0.927,si,0.3,doblete minoritario 5% del area
D3,D3_f5pc,v1,s1_gamma1,0.25,0.253127,0.00427,0.73,0.00313,0.927,si,0.3,doblete minoritario 5% del area
D3,D3_f5pc,v1,s1_depth,0.0106103,0.0105782,0.000115,-0.28,3.22e-05,0.927,si,0.3,doblete minoritario 5% del area
D3,D3_f5pc,v1,s2_delta,0.35,0.407214,0.025,2.29,0.0572,0.927,si,0.3,doblete minoritario 5% del area
D3,D3_f5pc,v1,s2_quad,0.7,0.739488,0.0475,0.83,0.0395,0.927,si,0.3,doblete minoritario 5% del area
D3,D3_f5pc,v1,s2_gamma1,0.25,0.324677,0.0644,1.16,0.0747,0.927,si,0.3,doblete minoritario 5% del area
D3,D3_f5pc,v1,s2_depth,0.00111621,0.000855217,0.000131,-1.99,0.000261,0.927,si,0.3,doblete minoritario 5% del area
D3,D3_f10pc,v1,s1_delta,0,-0.00287268,0.00145,-1.99,0.00287,1.072,si,0.2,doblete minoritario 10% del area
D3,D3_f10pc,v1,s1_quad,0,0.00729567,0.00289,2.52,0.0073,1.072,si,0.2,doblete minoritario 10% del area
D3,D3_f10pc,v1,s1_bhf,32.9874,32.9984,0.00977,1.12,0.011,1.072,si,0.2,doblete minoritario 10% del area
D3,D3_f10pc,v1,s1_gamma1,0.25,0.244538,0.00432,-1.26,0.00546,1.072,si,0.2,doblete minoritario 10% del area
D3,D3_f10pc,v1,s1_depth,0.0106103,0.0110084,0.000126,3.17,0.000398,1.072,si,0.2,doblete minoritario 10% del area
D3,D3_f10pc,v1,s2_delta,0.35,0.337134,0.00879,-1.46,0.0129,1.072,si,0.2,doblete minoritario 10% del area
D3,D3_f10pc,v1,s2_quad,0.7,0.673236,0.0169,-1.58,0.0268,1.072,si,0.2,doblete minoritario 10% del area
D3,D3_f10pc,v1,s2_gamma1,0.25,0.264744,0.0229,0.64,0.0147,1.072,si,0.2,doblete minoritario 10% del area
D3,D3_f10pc,v1,s2_depth,0.00235974,0.00230713,0.000155,-0.34,5.26e-05,1.072,si,0.2,doblete minoritario 10% del area
D3,D3_f20pc,v1,s1_delta,0,-0.000763977,0.00149,-0.51,0.000764,1.051,si,1.4,doblete minoritario 20% del area
D3,D3_f20pc,v1,s1_quad,0,-0.000972748,0.00298,-0.33,0.000973,1.051,si,1.4,doblete minoritario 20% del area
D3,D3_f20pc,v1,s1_bhf,32.9874,32.9767,0.0101,-1.06,0.0107,1.051,si,1.4,doblete minoritario 20% del area
D3,D3_f20pc,v1,s1_gamma1,0.25,0.246997,0.00445,-0.68,0.003,1.051,si,1.4,doblete minoritario 20% del area
D3,D3_f20pc,v1,s1_depth,0.0106103,0.0106277,0.000123,0.14,1.74e-05,1.051,si,1.4,doblete minoritario 20% del area
D3,D3_f20pc,v1,s2_delta,0.35,0.351446,0.00356,0.41,0.00145,1.051,si,1.4,doblete minoritario 20% del area
D3,D3_f20pc,v1,s2_quad,0.7,0.683861,0.00693,-2.33,0.0161,1.051,si,1.4,doblete minoritario 20% del area
D3,D3_f20pc,v1,s2_gamma1,0.25,0.238367,0.00965,-1.20,0.0116,1.051,si,1.4,doblete minoritario 20% del area
D3,D3_f20pc,v1,s2_depth,0.00530516,0.00522676,0.000162,-0.49,7.84e-05,1.051,si,1.4,doblete minoritario 20% del area
D4,D4_sext+dob,v1,s1_delta,0.26,0.260781,0.00135,0.58,0.000781,0.875,si,2.6,hematita + doblete Fe3+
D4,D4_sext+dob,v1,s1_quad,-0.2,-0.199459,0.0027,0.20,0.000541,0.875,si,2.6,hematita + doblete Fe3+
D4,D4_sext+dob,v1,s1_bhf,51.6803,51.6846,0.0094,0.45,0.00425,0.875,si,2.6,hematita + doblete Fe3+
D4,D4_sext+dob,v1,s1_gamma1,0.25,0.247954,0.00407,-0.50,0.00205,0.875,si,2.6,hematita + doblete Fe3+
D4,D4_sext+dob,v1,s1_depth,0.0106103,0.010652,0.00011,0.38,4.17e-05,0.875,si,2.6,hematita + doblete Fe3+
D4,D4_sext+dob,v1,s2_delta,0.35,0.347699,0.00132,-1.75,0.0023,0.875,si,2.6,hematita + doblete Fe3+
D4,D4_sext+dob,v1,s2_quad,0.7,0.701968,0.00257,0.77,0.00197,0.875,si,2.6,hematita + doblete Fe3+
D4,D4_sext+dob,v1,s2_gamma1,0.25,0.243792,0.00361,-1.72,0.00621,0.875,si,2.6,hematita + doblete Fe3+
D4,D4_sext+dob,v1,s2_depth,0.0127324,0.0128791,0.000143,1.02,0.000147,0.875,si,2.6,hematita + doblete Fe3+
D4,D4_sext+dob+sing,v1,s1_delta,0,0.00185961,0.00157,1.18,0.00186,1.116,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1,s1_quad,0,-0.000904724,0.00314,-0.29,0.000905,1.116,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1,s1_bhf,32.9874,33.0076,0.0107,1.89,0.0202,1.116,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1,s1_gamma1,0.25,0.256028,0.00471,1.28,0.00603,1.116,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1,s1_depth,0.0106103,0.0105329,0.000124,-0.62,7.74e-05,1.116,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1,s2_delta,1.1,1.15177,0.00208,24.85,0.0518,1.116,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1,s2_quad,2.6,2.49755,0.00416,-24.62,0.102,1.116,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1,s2_gamma1,0.25,0.250933,0.00519,0.18,0.000933,1.116,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1,s2_depth,0.0127324,0.0128427,0.000196,0.56,0.00011,1.116,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1,s3_delta,-0.1,-0.202412,0.00278,-36.80,0.102,1.116,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1,s3_gamma1,0.25,0.242492,0.008,-0.94,0.00751,1.116,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1,s3_depth,0.0127324,0.0129065,0.000364,0.48,0.000174,1.116,si,0.4,mezcla clasica 3 fases
D4,D4_2sext+2dob,v1,s1_delta,0.27,0.269498,0.00183,-0.27,0.000502,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s1_quad,0,0.000121902,0.00385,0.03,0.000122,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s1_bhf,48.9814,48.9741,0.0133,-0.55,0.0073,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s1_gamma1,0.25,0.243233,0.00574,-1.18,0.00677,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s1_depth,0.00848826,0.00853126,0.000132,0.33,4.3e-05,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s2_delta,0.67,0.668961,0.00121,-0.86,0.00104,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s2_quad,0,-0.00220203,0.00254,-0.87,0.0022,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s2_bhf,45.9825,45.9723,0.00868,-1.17,0.0102,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s2_gamma1,0.25,0.243611,0.0039,-1.64,0.00639,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s2_depth,0.0127324,0.0128991,0.000134,1.24,0.000167,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s3_delta,0.35,0.350016,0.00172,0.01,1.62e-05,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s3_quad,0.7,0.700145,0.00335,0.04,0.000145,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s3_gamma1,0.25,0.237056,0.00471,-2.75,0.0129,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s3_depth,0.0106103,0.010821,0.000169,1.25,0.000211,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s4_delta,1.1,1.10324,0.00237,1.37,0.00324,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s4_quad,2.6,2.5965,0.00473,-0.74,0.0035,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s4_gamma1,0.25,0.259859,0.00671,1.47,0.00986,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_2sext+2dob,v1,s4_depth,0.00848826,0.00846235,0.000153,-0.17,2.59e-05,0.988,si,2.9,magnetita + 2 dobletes
D4,D4_suelo,v1,s1_delta,0.26,0.223245,0.00428,-8.58,0.0368,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s1_quad,-0.2,-0.404646,0.00931,-21.99,0.205,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s1_bhf,51.6803,50.8297,0.0295,-28.79,0.851,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s1_gamma1,0.25,0.283472,0.0146,2.29,0.0335,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s1_depth,0.0063662,0.00554101,0.000168,-4.92,0.000825,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s2_delta,0.25,0.248294,0.00886,-0.19,0.00171,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s2_quad,-0.13,-0.129571,0.0177,0.02,0.000429,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s2_bhf,37.9855,37.9184,0.0609,-1.10,0.0671,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s2_gamma1,0.4,0.395732,0.0285,-0.15,0.00427,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s2_depth,0.00331573,0.00311106,0.000135,-1.52,0.000205,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s3_delta,0.28,0.327732,0.00421,11.34,0.0477,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s3_quad,0,0.237961,0.00884,26.92,0.238,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s3_bhf,48.9814,50.0168,0.0292,35.43,1.04,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s3_gamma1,0.25,0.211988,0.0137,-2.77,0.038,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s3_depth,0.00424413,0.00487971,0.000193,3.29,0.000636,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s4_delta,0.35,0.351451,0.00211,0.69,0.00145,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s4_quad,0.6,0.60195,0.00403,0.48,0.00195,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s4_gamma1,0.25,0.25362,0.0054,0.67,0.00362,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_suelo,v1,s4_depth,0.0127324,0.012761,0.000209,0.14,2.86e-05,1.972,si,1.2,tipo suelo: hematita+goethita+magnetita+Fe3+
D4,D4_sextHC+dob,v1,s1_delta,0,-0.00666108,0.00413,-1.61,0.00666,1.045,si,0.7,sexteto HC (theta=54.7) + doblete
D4,D4_sextHC+dob,v1,s1_quad,1.5,1.49838,0.00858,-0.19,0.00162,1.045,si,0.7,sexteto HC (theta=54.7) + doblete
D4,D4_sextHC+dob,v1,s1_bhf,9.29646,9.26111,0.0498,-0.71,0.0354,1.045,si,0.7,sexteto HC (theta=54.7) + doblete
D4,D4_sextHC+dob,v1,s1_gamma1,0.25,0.248713,0.00587,-0.22,0.00129,1.045,si,0.7,sexteto HC (theta=54.7) + doblete
D4,D4_sextHC+dob,v1,s1_int1,3,1.41136,0.0459,-34.60,1.59,1.045,si,0.7,sexteto HC (theta=54.7) + doblete
D4,D4_sextHC+dob,v1,s1_int2,2,0.576315,0.0226,-62.95,1.42,1.045,si,0.7,sexteto HC (theta=54.7) + doblete
D4,D4_sextHC+dob,v1,s1_depth,0.0106103,0.0212381,0.000592,17.94,0.0106,1.045,si,0.7,sexteto HC (theta=54.7) + doblete
D4,D4_sextHC+dob,v1,s2_delta,1.05,1.05771,0.00622,1.24,0.00771,1.045,si,0.7,sexteto HC (theta=54.7) + doblete
D4,D4_sextHC+dob,v1,s2_quad,1.8,1.80713,0.00493,1.45,0.00713,1.045,si,0.7,sexteto HC (theta=54.7) + doblete
D4,D4_sextHC+dob,v1,s2_gamma1,0.25,0.255982,0.00717,0.83,0.00598,1.045,si,0.7,sexteto HC (theta=54.7) + doblete
D4,D4_sextHC+dob,v1,s2_int2,1,0.89134,0.0284,-3.83,0.109,1.045,si,0.7,sexteto HC (theta=54.7) + doblete
D4,D4_sextHC+dob,v1,s2_depth,0.0127324,0.0133501,0.000288,2.14,0.000618,1.045,si,0.7,sexteto HC (theta=54.7) + doblete
D4,D4_2dob+sing,v1,s1_delta,1.15,1.26183,0.00146,76.82,0.112,1.231,si,0.6,dob Fe2+ + dob Fe3+ + singlete
D4,D4_2dob+sing,v1,s1_quad,2.7,2.4691,0.00292,-79.13,0.231,1.231,si,0.6,dob Fe2+ + dob Fe3+ + singlete
D4,D4_2dob+sing,v1,s1_gamma1,0.25,0.24572,0.00403,-1.06,0.00428,1.231,si,0.6,dob Fe2+ + dob Fe3+ + singlete
D4,D4_2dob+sing,v1,s1_depth,0.0169765,0.0170362,0.000208,0.29,5.97e-05,1.231,si,0.6,dob Fe2+ + dob Fe3+ + singlete
D4,D4_2dob+sing,v1,s2_delta,0.38,0.338669,0.00201,-20.56,0.0413,1.231,si,0.6,dob Fe2+ + dob Fe3+ + singlete
D4,D4_2dob+sing,v1,s2_quad,0.75,0.829605,0.0039,20.40,0.0796,1.231,si,0.6,dob Fe2+ + dob Fe3+ + singlete
D4,D4_2dob+sing,v1,s2_gamma1,0.25,0.260995,0.00549,2.00,0.011,1.231,si,0.6,dob Fe2+ + dob Fe3+ + singlete
D4,D4_2dob+sing,v1,s2_depth,0.0148545,0.0140799,0.00021,-3.69,0.000775,1.231,si,0.6,dob Fe2+ + dob Fe3+ + singlete
D4,D4_2dob+sing,v1,s3_delta,0,-0.229973,0.00223,-103.16,0.23,1.231,si,0.6,dob Fe2+ + dob Fe3+ + singlete
D4,D4_2dob+sing,v1,s3_gamma1,0.25,0.19689,0.00756,-7.03,0.0531,1.231,si,0.6,dob Fe2+ + dob Fe3+ + singlete
D4,D4_2dob+sing,v1,s3_depth,0.0101859,0.0127174,0.000377,6.72,0.00253,1.231,si,0.6,dob Fe2+ + dob Fe3+ + singlete
D4,D4_2sext_solap+dob,v1,s1_delta,0.3,0.300339,0.00141,0.24,0.000339,0.805,si,18.6,2 sextetos solapados + doblete debil 3% [escalado DE; intento1 chi2red=31.8] [escalado arranque fino ±5%]
D4,D4_2sext_solap+dob,v1,s1_quad,0,0.000641197,0.00284,0.23,0.000641,0.805,si,18.6,2 sextetos solapados + doblete debil 3% [escalado DE; intento1 chi2red=31.8] [escalado arranque fino ±5%]
D4,D4_2sext_solap+dob,v1,s1_bhf,47.9817,48.0079,0.0102,2.58,0.0262,0.805,si,18.6,2 sextetos solapados + doblete debil 3% [escalado DE; intento1 chi2red=31.8] [escalado arranque fino ±5%]
D4,D4_2sext_solap+dob,v1,s1_gamma1,0.25,0.250783,0.0046,0.17,0.000783,0.805,si,18.6,2 sextetos solapados + doblete debil 3% [escalado DE; intento1 chi2red=31.8] [escalado arranque fino ±5%]
D4,D4_2sext_solap+dob,v1,s1_depth,0.0106103,0.0106289,0.000121,0.15,1.86e-05,0.805,si,18.6,2 sextetos solapados + doblete debil 3% [escalado DE; intento1 chi2red=31.8] [escalado arranque fino ±5%]
D4,D4_2sext_solap+dob,v1,s2_delta,0.55,0.552249,0.0014,1.61,0.00225,0.805,si,18.6,2 sextetos solapados + doblete debil 3% [escalado DE; intento1 chi2red=31.8] [escalado arranque fino ±5%]
D4,D4_2sext_solap+dob,v1,s2_quad,0,-0.0069185,0.00283,-2.45,0.00692,0.805,si,18.6,2 sextetos solapados + doblete debil 3% [escalado DE; intento1 chi2red=31.8] [escalado arranque fino ±5%]
D4,D4_2sext_solap+dob,v1,s2_bhf,45.9825,45.9642,0.0101,-1.82,0.0183,0.805,si,18.6,2 sextetos solapados + doblete debil 3% [escalado DE; intento1 chi2red=31.8] [escalado arranque fino ±5%]
D4,D4_2sext_solap+dob,v1,s2_gamma1,0.25,0.245856,0.00435,-0.95,0.00414,0.805,si,18.6,2 sextetos solapados + doblete debil 3% [escalado DE; intento1 chi2red=31.8] [escalado arranque fino ±5%]
D4,D4_2sext_solap+dob,v1,s2_depth,0.0106103,0.0106905,0.00012,0.67,8.02e-05,0.805,si,18.6,2 sextetos solapados + doblete debil 3% [escalado DE; intento1 chi2red=31.8] [escalado arranque fino ±5%]
D4,D4_2sext_solap+dob,v1,s3_delta,0.35,0.350044,0.00777,0.01,4.43e-05,0.805,si,18.6,2 sextetos solapados + doblete debil 3% [escalado DE; intento1 chi2red=31.8] [escalado arranque fino ±5%]
D4,D4_2sext_solap+dob,v1,s3_quad,0.7,0.699814,0.0151,-0.01,0.000186,0.805,si,18.6,2 sextetos solapados + doblete debil 3% [escalado DE; intento1 chi2red=31.8] [escalado arranque fino ±5%]
D4,D4_2sext_solap+dob,v1,s3_gamma1,0.25,0.250447,0.0211,0.02,0.000447,0.805,si,18.6,2 sextetos solapados + doblete debil 3% [escalado DE; intento1 chi2red=31.8] [escalado arranque fino ±5%]
D4,D4_2sext_solap+dob,v1,s3_depth,0.00212207,0.00215216,0.000138,0.22,3.01e-05,0.805,si,18.6,2 sextetos solapados + doblete debil 3% [escalado DE; intento1 chi2red=31.8] [escalado arranque fino ±5%]
D4,D4_5sitios_mitad_mag,v1,s1_delta,0,0.0013518,0.00241,0.56,0.00135,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s1_quad,0,0.00391032,0.00482,0.81,0.00391,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s1_bhf,32.9874,33.004,0.0159,1.05,0.0166,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s1_gamma1,0.25,0.244669,0.00716,-0.74,0.00533,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s1_depth,0.0063662,0.00629893,0.000118,-0.57,6.73e-05,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s2_delta,0.35,0.349646,0.00264,-0.13,0.000354,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s2_quad,0,-0.00111127,0.00528,-0.21,0.00111,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s2_bhf,44.9829,45.0015,0.016,1.17,0.0187,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s2_gamma1,0.25,0.242712,0.00705,-1.03,0.00729,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s2_depth,0.0063662,0.00654806,0.000119,1.53,0.000182,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s3_delta,0.15,0.152172,0.00322,0.68,0.00217,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s3_quad,0.1,0.0976679,0.00656,-0.36,0.00233,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s3_bhf,24.9905,24.9977,0.0249,0.29,0.00718,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s3_gamma1,0.25,0.271486,0.00912,2.36,0.0215,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s3_depth,0.00530516,0.0051973,0.000113,-0.95,0.000108,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s4_delta,0.4,0.399643,0.00199,-0.18,0.000357,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s4_quad,0.8,0.801921,0.00401,0.48,0.00192,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s4_gamma1,0.25,0.249219,0.00554,-0.14,0.000781,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s4_depth,0.0106103,0.010428,0.000185,-0.99,0.000182,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s5_delta,1,1.00418,0.0024,1.74,0.00418,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s5_quad,2.2,2.19881,0.00471,-0.25,0.00119,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s5_gamma1,0.25,0.247402,0.00699,-0.37,0.0026,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D4,D4_5sitios_mitad_mag,v1,s5_depth,0.00848826,0.00867045,0.000174,1.05,0.000182,0.914,si,9.7,"5 sitios, 3 magneticos + 2 dobletes [escalado arranque fino ±5%]"
D5,D5_gamma_comun,v1,s1_delta,0,-7.46171e-05,0.00185,-0.04,7.46e-05,0.914,si,0.2,ligadura Gamma comun entre sitios
D5,D5_gamma_comun,v1,s1_quad,0,0.00079729,0.0037,0.22,0.000797,0.914,si,0.2,ligadura Gamma comun entre sitios
D5,D5_gamma_comun,v1,s1_bhf,32.9874,32.9893,0.0127,0.15,0.0019,0.914,si,0.2,ligadura Gamma comun entre sitios
D5,D5_gamma_comun,v1,s1_gamma1,0.3,0.30149,0.00377,0.39,0.00149,0.914,si,0.2,ligadura Gamma comun entre sitios
D5,D5_gamma_comun,v1,s1_depth,0.00884194,0.00877724,9.3e-05,-0.70,6.47e-05,0.914,si,0.2,ligadura Gamma comun entre sitios
D5,D5_gamma_comun,v1,s2_delta,1.1,1.09998,0.00186,-0.01,1.61e-05,0.914,si,0.2,ligadura Gamma comun entre sitios
D5,D5_gamma_comun,v1,s2_quad,2.6,2.58983,0.00371,-2.74,0.0102,0.914,si,0.2,ligadura Gamma comun entre sitios
D5,D5_gamma_comun,v1,s2_gamma1,0.3,0.30149,,,0.00149,0.914,si,0.2,ligadura Gamma comun entre sitios
D5,D5_gamma_comun,v1,s2_depth,0.0106103,0.0104536,0.000113,-1.39,0.000157,0.914,si,0.2,ligadura Gamma comun entre sitios
D5,D5_areas_2a1,v1,s1_delta,0,0.00203397,0.00143,1.42,0.00203,0.944,si,1.8,ligadura areas 2:1
D5,D5_areas_2a1,v1,s1_quad,0,-0.00056883,0.00286,-0.20,0.000569,0.944,si,1.8,ligadura areas 2:1
D5,D5_areas_2a1,v1,s1_bhf,32.9874,32.9789,0.00975,-0.88,0.00857,0.944,si,1.8,ligadura areas 2:1
D5,D5_areas_2a1,v1,s1_gamma1,0.25,0.251297,0.00407,0.32,0.0013,0.944,si,1.8,ligadura areas 2:1
D5,D5_areas_2a1,v1,s1_depth,0.0106103,0.0105355,0.000103,-0.73,7.49e-05,0.944,si,1.8,ligadura areas 2:1
D5,D5_areas_2a1,v1,s2_delta,0.4,0.400672,0.00293,0.23,0.000672,0.944,si,1.8,ligadura areas 2:1
D5,D5_areas_2a1,v1,s2_quad,0,0.00803827,0.00585,1.37,0.00804,0.944,si,1.8,ligadura areas 2:1
D5,D5_areas_2a1,v1,s2_bhf,44.9829,44.979,0.0201,-0.19,0.00389,0.944,si,1.8,ligadura areas 2:1
D5,D5_areas_2a1,v1,s2_gamma1,0.25,0.255882,0.00722,0.81,0.00588,0.944,si,1.8,ligadura areas 2:1
D5,D5_areas_2a1,v1,s2_depth,0.00530516,0.00526773,,,3.74e-05,0.944,si,1.8,ligadura areas 2:1
D5,D5_delta_ligado,v1,s1_delta,0.1,0.0985597,0.00135,-1.06,0.00144,1.099,si,0.8,ligadura delta2 = delta1 + 0.4
D5,D5_delta_ligado,v1,s1_quad,0,0.000790865,0.00305,0.26,0.000791,1.099,si,0.8,ligadura delta2 = delta1 + 0.4
D5,D5_delta_ligado,v1,s1_bhf,32.9874,32.9783,0.0106,-0.86,0.00916,1.099,si,0.8,ligadura delta2 = delta1 + 0.4
D5,D5_delta_ligado,v1,s1_gamma1,0.25,0.249892,0.00458,-0.02,0.000108,1.099,si,0.8,ligadura delta2 = delta1 + 0.4
